fileName,totalCount,surpriseCount,index_pairs,surpriseScore,threshold
5124.txt,7.0,1,"3,4|",0.14285714285714285,0.38718050000000004
154506.txt,28.0,3,"6,7|14,15|22,23|",0.10714285714285714,0.336505
19300.txt,33.0,4,"12,13|13,14|14,15|23,24|",0.12121212121212122,0.31620999999999999
16033.txt,35.0,3,"20,21|25,26|26,27|",0.085714285714285715,0.36197000000000001
269171.txt,8.0,1,"2,3|",0.125,0.39721374999999998
166588.txt,24.0,3,"3,4|4,5|11,12|",0.125,0.38864924999999995
176943.txt,16.0,1,"1,2|",0.0625,0.27157974999999995
5118.txt,29.0,2,"6,7|16,17|",0.068965517241379309,0.39047700000000002
40507.txt,36.0,2,"3,4|27,28|",0.055555555555555552,0.39305500000000004
137658.txt,88.0,8,"25,26|62,63|63,64|71,72|72,73|80,81|85,86|86,87|",0.090909090909090912,0.26550574999999998
218165.txt,27.0,1,"25,26|",0.037037037037037035,0.38456699999999999
122255.txt,46.0,6,"22,23|23,24|29,30|32,33|35,36|43,44|",0.13043478260869565,0.20610600000000001
46957.txt,15.0,2,"8,9|14,15|",0.13333333333333333,0.2703565
211141.txt,27.0,2,"13,14|19,20|",0.07407407407407407,0.37496600000000002
143867.txt,28.0,2,"24,25|25,26|",0.071428571428571425,0.35620599999999997
47485.txt,12.0,2,"6,7|7,8|",0.16666666666666666,0.38566549999999999
211155.txt,23.0,2,"3,4|19,20|",0.086956521739130432,0.39966699999999999
231285.txt,18.0,2,"10,11|15,16|",0.1111111111111111,0.3804805
256236.txt,9.0,1,"6,7|",0.1111111111111111,0.38007199999999997
78885.txt,32.0,3,"6,7|18,19|29,30|",0.09375,0.24073950000000002
206373.txt,41.0,4,"12,13|29,30|30,31|31,32|",0.097560975609756101,0.38949800000000001
267772.txt,20.0,2,"4,5|7,8|",0.10000000000000001,0.3953605
215482.txt,29.0,2,"15,16|25,26|",0.068965517241379309,0.25611200000000001
120481.txt,25.0,2,"1,2|9,10|",0.080000000000000002,0.39066599999999996
82068.txt,27.0,3,"1,2|21,22|26,27|",0.1111111111111111,0.3885305
93165.txt,23.0,3,"10,11|11,12|15,16|",0.13043478260869565,0.31200450000000002
250860.txt,21.0,1,"18,19|",0.047619047619047616,0.32641100000000001
231246.txt,17.0,2,"12,13|13,14|",0.11764705882352941,0.39182499999999998
273075.txt,23.0,3,"3,4|16,17|22,23|",0.13043478260869565,0.37310149999999997
110230.txt,16.0,2,"2,3|3,4|",0.125,0.39494525000000003
41751.txt,33.0,2,"23,24|30,31|",0.060606060606060608,0.31494499999999997
132907.txt,32.0,2,"9,10|24,25|",0.0625,0.30861850000000002
246958.txt,19.0,2,"3,4|17,18|",0.10526315789473684,0.31159150000000002
95528.txt,26.0,2,"10,11|21,22|",0.076923076923076927,0.33433999999999997
200919.txt,37.0,2,"21,22|35,36|",0.054054054054054057,0.38116800000000001
225569.txt,18.0,2,"11,12|17,18|",0.1111111111111111,0.27569775000000002
107770.txt,18.0,3,"2,3|3,4|9,10|",0.16666666666666666,0.34350449999999999
8548.txt,34.0,2,"15,16|20,21|",0.058823529411764705,0.37887399999999999
147803.txt,89.0,9,"32,33|36,37|41,42|60,61|64,65|67,68|70,71|75,76|79,80|",0.10112359550561797,0.215054
241212.txt,22.0,1,"20,21|",0.045454545454545456,0.33210175000000003
88790.txt,28.0,3,"1,2|5,6|15,16|",0.10714285714285714,0.28862349999999998
51783.txt,11.0,1,"10,11|",0.090909090909090912,0.363622
73522.txt,15.0,2,"1,2|12,13|",0.13333333333333333,0.32418400000000003
64076.txt,21.0,2,"3,4|7,8|",0.095238095238095233,0.371782
33648.txt,28.0,1,"12,13|",0.035714285714285712,0.25912775000000005
168162.txt,14.0,1,"11,12|",0.071428571428571425,0.32705175000000003
83835.txt,18.0,2,"7,8|8,9|",0.1111111111111111,0.27262025000000001
186911.txt,41.0,3,"1,2|5,6|9,10|",0.073170731707317069,0.28472800000000004
249666.txt,16.0,2,"3,4|4,5|",0.125,0.39705925000000003
210713.txt,6.0,1,"2,3|",0.16666666666666666,0.38317199999999996
152573.txt,46.0,6,"5,6|6,7|24,25|33,34|40,41|44,45|",0.13043478260869565,0.36587249999999999
147618.txt,40.0,2,"11,12|18,19|",0.050000000000000003,0.30958800000000003
234896.txt,12.0,1,"5,6|",0.083333333333333329,0.38650300000000004
237347.txt,11.0,1,"9,10|",0.090909090909090912,0.2504845
256961.txt,17.0,1,"13,14|",0.058823529411764705,0.229015
1752.txt,28.0,3,"2,3|24,25|25,26|",0.10714285714285714,0.32640800000000003
237435.txt,18.0,2,"11,12|14,15|",0.1111111111111111,0.1401905
222776.txt,18.0,1,"16,17|",0.055555555555555552,0.37501399999999996
156729.txt,10.0,1,"9,10|",0.10000000000000001,0.2481495
102378.txt,32.0,2,"7,8|18,19|",0.0625,0.3143145
154658.txt,31.0,5,"22,23|23,24|26,27|27,28|28,29|",0.16129032258064516,0.35560550000000002
158076.txt,13.0,2,"10,11|11,12|",0.15384615384615385,0.31156100000000003
235578.txt,16.0,1,"4,5|",0.0625,0.25434124999999996
108641.txt,38.0,3,"10,11|20,21|27,28|",0.078947368421052627,0.29395674999999999
190168.txt,25.0,3,"5,6|8,9|22,23|",0.12,0.318079
4616.txt,13.0,1,"8,9|",0.076923076923076927,0.25485399999999997
251954.txt,22.0,1,"20,21|",0.045454545454545456,0.36049750000000003
88004.txt,14.0,1,"1,2|",0.071428571428571425,0.347773
101668.txt,33.0,4,"19,20|20,21|21,22|29,30|",0.12121212121212122,0.35036300000000004
31913.txt,26.0,2,"12,13|15,16|",0.076923076923076927,0.38108199999999998
251971.txt,15.0,1,"6,7|",0.066666666666666666,0.34238100000000005
198505.txt,23.0,2,"7,8|18,19|",0.086956521739130432,0.22283900000000001
77952.txt,61.0,5,"18,19|26,27|38,39|50,51|51,52|",0.081967213114754092,0.33580300000000002
79994.txt,29.0,2,"13,14|14,15|",0.068965517241379309,0.28353299999999998
156081.txt,86.0,8,"20,21|54,55|68,69|72,73|73,74|77,78|84,85|85,86|",0.093023255813953487,0.35678525
203004.txt,11.0,1,"1,2|",0.090909090909090912,0.367811
160241.txt,21.0,3,"5,6|6,7|16,17|",0.14285714285714285,0.30580400000000002
34880.txt,17.0,1,"4,5|",0.058823529411764705,0.28034300000000001
189391.txt,78.0,6,"8,9|31,32|32,33|62,63|63,64|74,75|",0.076923076923076927,0.35728175000000001
156903.txt,16.0,2,"9,10|10,11|",0.125,0.37809475000000003
165311.txt,21.0,1,"9,10|",0.047619047619047616,0.36855500000000002
50484.txt,31.0,2,"19,20|30,31|",0.064516129032258063,0.36426150000000002
203038.txt,29.0,3,"18,19|23,24|27,28|",0.10344827586206896,0.194801
200257.txt,26.0,1,"9,10|",0.038461538461538464,0.30048249999999999
57116.txt,55.0,5,"12,13|23,24|24,25|25,26|31,32|",0.090909090909090912,0.35020799999999996
58543.txt,42.0,4,"12,13|13,14|14,15|35,36|",0.095238095238095233,0.35906025000000003
218829.txt,27.0,2,"3,4|17,18|",0.07407407407407407,0.23279299999999997
207909.txt,16.0,1,"13,14|",0.0625,0.38870899999999997
8237.txt,44.0,4,"7,8|36,37|37,38|38,39|",0.090909090909090912,0.29520049999999998
53402.txt,24.0,2,"8,9|17,18|",0.083333333333333329,0.22370724999999997
268302.txt,11.0,2,"8,9|9,10|",0.18181818181818182,0.25590999999999997
112358.txt,66.0,7,"41,42|42,43|45,46|46,47|54,55|55,56|62,63|",0.10606060606060606,0.30717175000000002
57894.txt,56.0,6,"20,21|37,38|42,43|43,44|46,47|49,50|",0.10714285714285714,0.29715599999999998
222551.txt,23.0,2,"7,8|11,12|",0.086956521739130432,0.314521
44624.txt,35.0,5,"3,4|20,21|27,28|28,29|29,30|",0.14285714285714285,0.31598850000000001
245521.txt,22.0,2,"1,2|20,21|",0.090909090909090912,0.35841575000000003
137655.txt,28.0,2,"3,4|10,11|",0.071428571428571425,0.37662249999999997
214752.txt,20.0,1,"4,5|",0.050000000000000003,0.39353774999999996
246772.txt,43.0,3,"12,13|20,21|29,30|",0.069767441860465115,0.39810900000000005
135724.txt,31.0,4,"12,13|19,20|20,21|24,25|",0.12903225806451613,0.36134350000000004
165107.txt,21.0,1,"7,8|",0.047619047619047616,0.25799099999999997
200733.txt,65.0,5,"19,20|20,21|21,22|44,45|63,64|",0.076923076923076927,0.29774
193849.txt,115.0,11,"4,5|5,6|25,26|26,27|53,54|65,66|76,77|77,78|85,86|89,90|109,110|",0.095652173913043481,0.38360349999999999
27585.txt,17.0,1,"5,6|",0.058823529411764705,0.38216500000000003
142427.txt,30.0,3,"4,5|5,6|9,10|",0.10000000000000001,0.25858524999999999
216970.txt,19.0,2,"16,17|17,18|",0.10526315789473684,0.37652849999999999
88366.txt,44.0,5,"10,11|13,14|14,15|36,37|37,38|",0.11363636363636363,0.36902625
7064.txt,26.0,1,"10,11|",0.038461538461538464,0.3432115
20598.txt,27.0,2,"23,24|24,25|",0.07407407407407407,0.34047899999999998
238327.txt,17.0,1,"10,11|",0.058823529411764705,0.38185399999999997
103447.txt,80.0,7,"29,30|35,36|53,54|54,55|57,58|58,59|66,67|",0.087499999999999994,0.38289050000000002
53238.txt,12.0,1,"7,8|",0.083333333333333329,0.29032374999999999
46621.txt,20.0,2,"4,5|19,20|",0.10000000000000001,0.37169050000000003
19325.txt,75.0,7,"46,47|49,50|52,53|55,56|58,59|62,63|74,75|",0.093333333333333338,0.26633149999999994
23720.txt,33.0,2,"3,4|14,15|",0.060606060606060608,0.383994
126162.txt,20.0,1,"9,10|",0.050000000000000003,0.39447599999999999
170324.txt,21.0,3,"1,2|9,10|10,11|",0.14285714285714285,0.366253
204435.txt,14.0,1,"11,12|",0.071428571428571425,0.34336525000000007
163370.txt,12.0,1,"11,12|",0.083333333333333329,0.33115625000000004
117383.txt,35.0,2,"7,8|32,33|",0.057142857142857141,0.38430350000000002
228875.txt,20.0,1,"3,4|",0.050000000000000003,0.38136999999999999
123740.txt,17.0,1,"15,16|",0.058823529411764705,0.24713000000000002
74650.txt,17.0,1,"10,11|",0.058823529411764705,0.36083100000000001
116923.txt,38.0,4,"9,10|14,15|15,16|16,17|",0.10526315789473684,0.34244950000000002
48426.txt,42.0,6,"28,29|32,33|35,36|36,37|40,41|41,42|",0.14285714285714285,0.24524950000000001
190005.txt,23.0,3,"2,3|3,4|20,21|",0.13043478260869565,0.31462899999999999
35383.txt,22.0,2,"20,21|21,22|",0.090909090909090912,0.35664774999999999
170683.txt,28.0,2,"20,21|21,22|",0.071428571428571425,0.31565799999999999
190011.txt,70.0,12,"46,47|47,48|48,49|49,50|50,51|51,52|55,56|63,64|64,65|65,66|66,67|67,68|",0.17142857142857143,0.33615774999999998
266059.txt,18.0,3,"3,4|4,5|10,11|",0.16666666666666666,0.26732299999999998
268074.txt,34.0,3,"20,21|31,32|32,33|",0.088235294117647065,0.33832874999999996
87243.txt,49.0,7,"36,37|43,44|44,45|45,46|46,47|47,48|48,49|",0.14285714285714285,0.34717500000000001
263109.txt,18.0,4,"12,13|13,14|14,15|15,16|",0.22222222222222221,0.35908924999999997
122847.txt,23.0,2,"5,6|6,7|",0.086956521739130432,0.35594499999999996
103889.txt,26.0,2,"10,11|22,23|",0.076923076923076927,0.32100899999999999
193524.txt,18.0,1,"5,6|",0.055555555555555552,0.37574099999999999
147775.txt,57.0,6,"44,45|45,46|49,50|50,51|55,56|56,57|",0.10526315789473684,0.28238000000000002
10665.txt,20.0,2,"5,6|9,10|",0.10000000000000001,0.33181574999999996
251811.txt,12.0,1,"5,6|",0.083333333333333329,0.38985825000000002
270834.txt,18.0,2,"6,7|7,8|",0.1111111111111111,0.22834174999999998
136167.txt,37.0,4,"11,12|19,20|25,26|34,35|",0.10810810810810811,0.288572
264699.txt,23.0,3,"1,2|11,12|12,13|",0.13043478260869565,0.35550599999999999
61705.txt,28.0,3,"6,7|22,23|27,28|",0.10714285714285714,0.36470899999999995
229955.txt,20.0,1,"12,13|",0.050000000000000003,0.31543374999999996
78532.txt,47.0,7,"28,29|29,30|30,31|34,35|35,36|39,40|44,45|",0.14893617021276595,0.36146899999999998
74320.txt,13.0,1,"10,11|",0.076923076923076927,0.31758800000000004
167472.txt,52.0,6,"5,6|14,15|15,16|25,26|49,50|50,51|",0.11538461538461539,0.27082349999999999
201997.txt,39.0,5,"24,25|25,26|28,29|29,30|30,31|",0.12820512820512819,0.37262300000000004
133745.txt,23.0,2,"14,15|19,20|",0.086956521739130432,0.37928150000000005
175710.txt,23.0,2,"18,19|19,20|",0.086956521739130432,0.37674400000000002
39553.txt,81.0,7,"21,22|40,41|65,66|66,67|67,68|70,71|76,77|",0.086419753086419748,0.38659399999999999
259257.txt,15.0,1,"3,4|",0.066666666666666666,0.37671450000000001
206753.txt,46.0,5,"7,8|17,18|23,24|24,25|28,29|",0.10869565217391304,0.28116649999999999
125898.txt,14.0,2,"12,13|13,14|",0.14285714285714285,0.34752225000000003
128402.txt,48.0,7,"29,30|32,33|33,34|44,45|45,46|46,47|47,48|",0.14583333333333334,0.30069325000000002
140972.txt,12.0,1,"9,10|",0.083333333333333329,0.39661100000000005
132472.txt,39.0,5,"4,5|7,8|8,9|9,10|28,29|",0.12820512820512819,0.33773549999999997
179665.txt,19.0,1,"13,14|",0.052631578947368418,0.27301500000000001
134017.txt,21.0,2,"6,7|7,8|",0.095238095238095233,0.39885100000000001
149995.txt,27.0,3,"3,4|7,8|12,13|",0.1111111111111111,0.28715400000000002
206784.txt,16.0,3,"10,11|11,12|12,13|",0.1875,0.33479550000000002
117631.txt,18.0,2,"10,11|11,12|",0.1111111111111111,0.37682175000000001
262570.txt,17.0,1,"14,15|",0.058823529411764705,0.35288900000000001
111240.txt,43.0,4,"25,26|26,27|32,33|36,37|",0.093023255813953487,0.30884650000000002
241381.txt,12.0,1,"3,4|",0.083333333333333329,0.39744225
22832.txt,24.0,2,"20,21|23,24|",0.083333333333333329,0.36269299999999999
55462.txt,37.0,4,"29,30|34,35|35,36|36,37|",0.10810810810810811,0.25154799999999999
243596.txt,24.0,1,"2,3|",0.041666666666666664,0.37011974999999997
97737.txt,32.0,3,"4,5|11,12|23,24|",0.09375,0.3129575
138188.txt,51.0,5,"3,4|12,13|27,28|36,37|37,38|",0.098039215686274508,0.35910249999999999
13423.txt,27.0,4,"9,10|10,11|11,12|20,21|",0.14814814814814814,0.284746
248158.txt,27.0,3,"5,6|25,26|26,27|",0.1111111111111111,0.34696550000000004
249246.txt,33.0,3,"23,24|24,25|25,26|",0.090909090909090912,0.39566399999999996
200120.txt,14.0,1,"10,11|",0.071428571428571425,0.35195624999999997
24700.txt,31.0,3,"1,2|2,3|3,4|",0.096774193548387094,0.29944550000000003
177304.txt,21.0,2,"11,12|17,18|",0.095238095238095233,0.184561
74645.txt,20.0,2,"8,9|9,10|",0.10000000000000001,0.38022274999999994
212530.txt,12.0,2,"5,6|6,7|",0.16666666666666666,0.38293375000000002
148862.txt,23.0,2,"4,5|5,6|",0.086956521739130432,0.25823649999999998
130701.txt,29.0,2,"11,12|24,25|",0.068965517241379309,0.35114400000000001
23053.txt,28.0,2,"6,7|16,17|",0.071428571428571425,0.33774424999999997
212518.txt,15.0,1,"8,9|",0.066666666666666666,0.348163
5869.txt,27.0,4,"3,4|4,5|25,26|26,27|",0.14814814814814814,0.36004599999999998
211777.txt,26.0,3,"1,2|2,3|3,4|",0.11538461538461539,0.38341825000000002
207101.txt,27.0,2,"2,3|26,27|",0.07407407407407407,0.36077800000000004
206579.txt,11.0,1,"10,11|",0.090909090909090912,0.1276825
176740.txt,30.0,3,"4,5|7,8|11,12|",0.10000000000000001,0.36814374999999999
168595.txt,20.0,2,"5,6|6,7|",0.10000000000000001,0.38052600000000003
56433.txt,41.0,5,"17,18|21,22|22,23|23,24|26,27|",0.12195121951219512,0.183086
46620.txt,26.0,2,"2,3|21,22|",0.076923076923076927,0.36676875000000003
16771.txt,35.0,4,"1,2|7,8|14,15|23,24|",0.11428571428571428,0.30244850000000001
116739.txt,39.0,4,"24,25|31,32|32,33|33,34|",0.10256410256410256,0.26778449999999998
126822.txt,15.0,1,"14,15|",0.066666666666666666,0.33136300000000002
131392.txt,19.0,1,"1,2|",0.052631578947368418,0.36009999999999998
199578.txt,10.0,1,"8,9|",0.10000000000000001,0.32085825000000001
54230.txt,68.0,6,"15,16|36,37|54,55|60,61|61,62|64,65|",0.088235294117647065,0.37103625000000007
102016.txt,29.0,3,"6,7|12,13|21,22|",0.10344827586206896,0.385459
31494.txt,38.0,2,"6,7|24,25|",0.052631578947368418,0.25685350000000001
192363.txt,25.0,1,"20,21|",0.040000000000000001,0.39719199999999999
184501.txt,25.0,3,"5,6|6,7|7,8|",0.12,0.333397
87040.txt,12.0,1,"1,2|",0.083333333333333329,0.23142474999999998
91144.txt,35.0,3,"8,9|9,10|27,28|",0.085714285714285715,0.34797699999999998
253587.txt,11.0,1,"7,8|",0.090909090909090912,0.34536250000000002
182602.txt,22.0,3,"16,17|17,18|18,19|",0.13636363636363635,0.37320924999999999
268263.txt,21.0,1,"20,21|",0.047619047619047616,0.24234699999999998
173764.txt,22.0,2,"1,2|2,3|",0.090909090909090912,0.39181699999999997
163577.txt,91.0,10,"18,19|19,20|33,34|34,35|48,49|77,78|78,79|82,83|89,90|90,91|",0.10989010989010989,0.35845300000000002
34467.txt,23.0,3,"17,18|18,19|19,20|",0.13043478260869565,0.37322750000000005
167705.txt,16.0,1,"15,16|",0.0625,0.28682175000000004
226939.txt,15.0,2,"2,3|3,4|",0.13333333333333333,0.26594050000000002
120314.txt,16.0,1,"15,16|",0.0625,0.33285199999999998
75413.txt,27.0,2,"10,11|19,20|",0.07407407407407407,0.33850999999999998
124614.txt,20.0,2,"17,18|18,19|",0.10000000000000001,0.36266549999999997
262174.txt,44.0,4,"15,16|30,31|33,34|37,38|",0.090909090909090912,0.28353700000000004
185757.txt,16.0,2,"7,8|8,9|",0.125,0.37834124999999996
200097.txt,21.0,2,"10,11|20,21|",0.095238095238095233,0.36850500000000003
257871.txt,17.0,1,"9,10|",0.058823529411764705,0.33888499999999999
216193.txt,11.0,1,"7,8|",0.090909090909090912,0.35422750000000003
139876.txt,12.0,1,"6,7|",0.083333333333333329,0.28722924999999999
44157.txt,18.0,2,"4,5|16,17|",0.1111111111111111,0.37749700000000003
192217.txt,16.0,2,"9,10|10,11|",0.125,0.34817024999999996
156533.txt,15.0,1,"8,9|",0.066666666666666666,0.20419850000000001
218182.txt,12.0,1,"10,11|",0.083333333333333329,0.35044074999999997
34103.txt,22.0,2,"6,7|20,21|",0.090909090909090912,0.39103825000000003
113292.txt,35.0,5,"5,6|6,7|16,17|17,18|20,21|",0.14285714285714285,0.27653899999999998
133156.txt,16.0,1,"7,8|",0.0625,0.27713325
74255.txt,34.0,4,"8,9|19,20|20,21|21,22|",0.11764705882352941,0.32582149999999999
45088.txt,23.0,3,"3,4|15,16|20,21|",0.13043478260869565,0.26757649999999999
249642.txt,21.0,1,"15,16|",0.047619047619047616,0.37559699999999996
143499.txt,33.0,3,"3,4|4,5|14,15|",0.090909090909090912,0.35959800000000003
203763.txt,26.0,3,"9,10|15,16|23,24|",0.11538461538461539,0.28221675000000002
27157.txt,6.0,1,"2,3|",0.16666666666666666,0.2977185
211373.txt,33.0,5,"21,22|22,23|23,24|24,25|28,29|",0.15151515151515152,0.23453099999999999
166143.txt,16.0,1,"9,10|",0.0625,0.34250150000000001
237439.txt,30.0,3,"9,10|19,20|25,26|",0.10000000000000001,0.24617974999999997
6031.txt,43.0,3,"20,21|31,32|37,38|",0.069767441860465115,0.39308350000000003
233887.txt,23.0,2,"1,2|13,14|",0.086956521739130432,0.36124999999999996
101655.txt,18.0,2,"1,2|10,11|",0.1111111111111111,0.36217850000000001
265419.txt,28.0,1,"18,19|",0.035714285714285712,0.33333550000000001
131782.txt,24.0,2,"4,5|7,8|",0.083333333333333329,0.37035000000000001
103730.txt,20.0,2,"7,8|12,13|",0.10000000000000001,0.34781675000000001
70966.txt,22.0,3,"9,10|10,11|15,16|",0.13636363636363635,0.39420899999999998
68697.txt,23.0,1,"6,7|",0.043478260869565216,0.37298199999999998
227602.txt,12.0,2,"2,3|3,4|",0.16666666666666666,0.36509950000000002
98202.txt,31.0,2,"1,2|28,29|",0.064516129032258063,0.37108099999999999
108881.txt,38.0,3,"4,5|9,10|19,20|",0.078947368421052627,0.35079149999999998
100205.txt,51.0,5,"24,25|25,26|26,27|29,30|50,51|",0.098039215686274508,0.38397300000000001
51764.txt,37.0,2,"7,8|17,18|",0.054054054054054057,0.34491700000000003
41577.txt,10.0,1,"3,4|",0.10000000000000001,0.22576400000000002
48235.txt,26.0,3,"1,2|5,6|12,13|",0.11538461538461539,0.37894500000000003
144337.txt,20.0,2,"13,14|17,18|",0.10000000000000001,0.39001149999999996
102362.txt,15.0,1,"14,15|",0.066666666666666666,0.36990599999999996
156055.txt,8.0,1,"2,3|",0.125,0.33253075000000004
122918.txt,34.0,3,"3,4|25,26|31,32|",0.088235294117647065,0.36115825000000001
50336.txt,23.0,1,"14,15|",0.043478260869565216,0.39089049999999997
143302.txt,26.0,3,"10,11|19,20|20,21|",0.11538461538461539,0.23237799999999997
153111.txt,26.0,3,"18,19|19,20|20,21|",0.11538461538461539,0.29267375000000007
261682.txt,21.0,1,"12,13|",0.047619047619047616,0.375417
11381.txt,29.0,4,"13,14|14,15|15,16|23,24|",0.13793103448275862,0.216304
212678.txt,16.0,1,"11,12|",0.0625,0.27231624999999998
47851.txt,51.0,3,"1,2|2,3|28,29|",0.058823529411764705,0.37491249999999998
128574.txt,36.0,3,"9,10|13,14|21,22|",0.083333333333333329,0.37315025000000002
249126.txt,11.0,1,"7,8|",0.090909090909090912,0.35742799999999997
197184.txt,17.0,1,"1,2|",0.058823529411764705,0.38223499999999999
218180.txt,23.0,3,"13,14|17,18|18,19|",0.13043478260869565,0.23837700000000001
238250.txt,24.0,3,"17,18|22,23|23,24|",0.125,0.3487865
110564.txt,39.0,4,"9,10|25,26|26,27|34,35|",0.10256410256410256,0.3692145
143882.txt,25.0,1,"8,9|",0.040000000000000001,0.38607800000000003
121975.txt,43.0,6,"15,16|25,26|26,27|33,34|34,35|40,41|",0.13953488372093023,0.28533200000000003
90338.txt,19.0,2,"1,2|16,17|",0.10526315789473684,0.2892575
32969.txt,32.0,2,"11,12|14,15|",0.0625,0.36532175
141717.txt,7.0,1,"2,3|",0.14285714285714285,0.36430399999999996
144109.txt,25.0,3,"19,20|20,21|21,22|",0.12,0.312832
46756.txt,20.0,1,"18,19|",0.050000000000000003,0.29848874999999997
103256.txt,29.0,1,"8,9|",0.034482758620689655,0.356852
113045.txt,6.0,1,"3,4|",0.16666666666666666,0.38849650000000002
60785.txt,28.0,2,"3,4|4,5|",0.071428571428571425,0.34650299999999995
188503.txt,34.0,1,"14,15|",0.029411764705882353,0.38990825000000007
123838.txt,42.0,7,"1,2|35,36|36,37|37,38|38,39|39,40|40,41|",0.16666666666666666,0.35818475000000005
211832.txt,15.0,2,"13,14|14,15|",0.13333333333333333,0.21700150000000001
166357.txt,16.0,1,"15,16|",0.0625,0.30563425
201374.txt,12.0,1,"10,11|",0.083333333333333329,0.096730275000000004
174035.txt,34.0,4,"24,25|29,30|32,33|33,34|",0.11764705882352941,0.30295274999999999
146093.txt,30.0,5,"21,22|22,23|26,27|27,28|28,29|",0.16666666666666666,0.35450175
254361.txt,17.0,1,"10,11|",0.058823529411764705,0.23541900000000002
158285.txt,28.0,2,"16,17|19,20|",0.071428571428571425,0.39140524999999998
241778.txt,18.0,2,"5,6|13,14|",0.1111111111111111,0.39594249999999998
244947.txt,14.0,1,"4,5|",0.071428571428571425,0.37260175000000001
144055.txt,32.0,5,"1,2|2,3|3,4|16,17|17,18|",0.15625,0.39565824999999999
43014.txt,32.0,2,"2,3|11,12|",0.0625,0.39370249999999996
157029.txt,23.0,3,"3,4|4,5|5,6|",0.13043478260869565,0.37037549999999997
190204.txt,16.0,1,"11,12|",0.0625,0.30733725000000001
103478.txt,25.0,2,"4,5|5,6|",0.080000000000000002,0.330565
157001.txt,30.0,3,"9,10|10,11|15,16|",0.10000000000000001,0.25556274999999995
239760.txt,24.0,3,"10,11|14,15|15,16|",0.125,0.31915349999999998
220231.txt,29.0,2,"1,2|8,9|",0.068965517241379309,0.27845300000000001
58408.txt,32.0,3,"3,4|17,18|18,19|",0.09375,0.35323525
143060.txt,39.0,3,"4,5|16,17|22,23|",0.076923076923076927,0.38449
171987.txt,23.0,2,"14,15|15,16|",0.086956521739130432,0.35307250000000001
23737.txt,60.0,6,"18,19|36,37|37,38|40,41|41,42|42,43|",0.10000000000000001,0.36424975000000004
257720.txt,41.0,2,"20,21|29,30|",0.04878048780487805,0.338028
94943.txt,27.0,3,"2,3|5,6|14,15|",0.1111111111111111,0.34592800000000001
58391.txt,21.0,1,"4,5|",0.047619047619047616,0.37118000000000001
128616.txt,13.0,1,"5,6|",0.076923076923076927,0.39228800000000003
43941.txt,54.0,5,"11,12|12,13|13,14|16,17|49,50|",0.092592592592592587,0.35238275000000002
165070.txt,7.0,1,"6,7|",0.14285714285714285,0.20358850000000001
240274.txt,25.0,4,"1,2|2,3|12,13|13,14|",0.16,0.316911
257708.txt,15.0,2,"3,4|4,5|",0.13333333333333333,0.39594399999999996
18789.txt,25.0,2,"11,12|20,21|",0.080000000000000002,0.34990700000000002
133544.txt,14.0,1,"13,14|",0.071428571428571425,0.26077024999999998
240923.txt,15.0,2,"8,9|9,10|",0.13333333333333333,0.37934400000000001
261735.txt,19.0,1,"6,7|",0.052631578947368418,0.39577299999999999
100367.txt,32.0,4,"4,5|11,12|17,18|18,19|",0.125,0.31123250000000002
3765.txt,24.0,2,"5,6|17,18|",0.083333333333333329,0.38521850000000002
117169.txt,33.0,5,"3,4|4,5|14,15|28,29|29,30|",0.15151515151515152,0.366672
222624.txt,18.0,2,"13,14|16,17|",0.1111111111111111,0.38760449999999996
183052.txt,49.0,3,"22,23|29,30|35,36|",0.061224489795918366,0.367261
117627.txt,76.0,6,"45,46|46,47|54,55|61,62|62,63|63,64|",0.078947368421052627,0.39034400000000002
223248.txt,24.0,1,"23,24|",0.041666666666666664,0.35381625
84007.txt,24.0,3,"9,10|22,23|23,24|",0.125,0.39089550000000001
206786.txt,13.0,1,"12,13|",0.076923076923076927,0.13759399999999999
155366.txt,14.0,2,"2,3|8,9|",0.14285714285714285,0.26986250000000001
98348.txt,15.0,1,"5,6|",0.066666666666666666,0.37582550000000003
160450.txt,18.0,1,"15,16|",0.055555555555555552,0.32813425000000002
164622.txt,40.0,3,"8,9|18,19|26,27|",0.074999999999999997,0.39823075000000002
156860.txt,38.0,5,"8,9|9,10|10,11|11,12|25,26|",0.13157894736842105,0.33558175000000001
203629.txt,25.0,2,"15,16|20,21|",0.080000000000000002,0.24938099999999999
3956.txt,12.0,1,"8,9|",0.083333333333333329,0.35397875000000001
117828.txt,14.0,1,"1,2|",0.071428571428571425,0.39711299999999994
190947.txt,21.0,1,"20,21|",0.047619047619047616,0.23694099999999998
10869.txt,21.0,1,"17,18|",0.047619047619047616,0.29610700000000001
192837.txt,7.0,1,"6,7|",0.14285714285714285,0.37948099999999996
45855.txt,16.0,1,"8,9|",0.0625,0.30962575000000003
266932.txt,30.0,2,"9,10|15,16|",0.066666666666666666,0.22740224999999997
68737.txt,13.0,1,"1,2|",0.076923076923076927,0.389129
181863.txt,47.0,6,"17,18|18,19|22,23|23,24|33,34|43,44|",0.1276595744680851,0.31751000000000001
11586.txt,17.0,1,"10,11|",0.058823529411764705,0.37472
136171.txt,39.0,4,"12,13|21,22|27,28|36,37|",0.10256410256410256,0.31655699999999998
210683.txt,15.0,2,"12,13|13,14|",0.13333333333333333,0.3714075
